category,company,location,start_date,duration,stipend,apply_by,applicants,skills_required,perks,openings,link
Content Writing,Tesz,"Work From Home,",Immediately,2 Months,"7,000 /month",29 Jan' 23,0,"English Proficiency (Written),","Certificate,5 days a week,",1,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-tesz1673725208
Web Development,IProall,"Work From Home,",Immediately,2 Months,"3,000 /month + Incentives",29 Jan' 23,70,"Bootstrap,CodeIgniter,CSS,HTML,JavaScript,jQuery,MySQL,PHP,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/web-development-work-from-home-job-internship-at-iproall1673724982
Motion Graphic Design (Video),Marketing Espy,"Work From Home,",Immediately,3 Months,"6,000 /month",29 Jan' 23,0,"Adobe After Effects,Adobe Creative Suite,Adobe Illustrator,Adobe Indesign,Adobe Photoshop,Adobe Premiere Pro,CorelDRAW,Video Editing,",,1,https://internshala.com/internship/detail/motion-graphic-design-video-work-from-home-job-internship-at-marketing-espy1673632740
Field Marketing,Yelefo,"Work From Home,",Immediately,2 Months,"10,000 /month",29 Jan' 23,0,"Sales and Marketing,","Certificate,Letter of recommendation,Job offer,",5,https://internshala.com/internship/detail/field-marketing-work-from-home-job-internship-at-yelefo1673632636
2D Animation,Caden Enterprises,"Work From Home,",Immediately,1 Month,"1,000 /month",29 Jan' 23,0,"Animation,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",4,https://internshala.com/internship/detail/2d-animation-work-from-home-job-internship-at-caden-enterprises1673632118
Social Media Marketing,Marketing Plexus,"Jaipur,",Immediately,3 Months,"2,000-5,000 /month",29 Jan' 23,0,"Digital Marketing,Instagram Marketing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,Free snacks & beverages,",2,https://internshala.com/internship/detail/social-media-marketing-internship-in-jaipur-at-marketing-plexus1673724284
Node.js and Express.js Development,GVCC Solutions Private Limited,"Bangalore,",Immediately,3 Months,"12,000-15,000 /month",30 Jan' 23,150,"Express.js,Node.js,","Certificate,Letter of recommendation,",1,https://internshala.com/internship/detail/nodejs-and-expressjs-development-internship-in-bangalore-at-gvcc-solutions-private-limited1673767286
Graphic Design,Hussky Innovations,"Work From Home,",Immediately,3 Months,"1,000 /month + Incentives",29 Jan' 23,0,"Adobe After Effects,Adobe Creative Suite,Adobe Illustrator,Adobe Indesign,Adobe Photoshop,Adobe Photoshop Lightroom CC,Adobe Premiere Pro,Canva,CorelDRAW,UI & UX Design,","Certificate,Letter of recommendation,Flexible work hours,",6,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-hussky-innovations1673723968
Law/Legal,Supreme Law Chamber,"Delhi,",Immediately,6 Months,Unpaid,29 Jan' 23,0,"MS-Word,","Certificate,",3,https://internshala.com/internship/detail/law-legal-internship-in-delhi-at-supreme-law-chamber1673664262
Sales &amp; Social Media Marketing,Plixto Private Limited,"Work From Home,",Immediately,3 Months,"2,000 /month",29 Jan' 23,0,"Content Marketing,Sales,Sales and Marketing,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/sales-social-media-marketing-work-from-home-job-internship-at-plixto-private-limited1673766984
Human Resources (Payroll),Systematic,"Mumbai,",Immediately,6 Months,"9,000 /month",29 Jan' 23,0,"MS-Excel,","Letter of recommendation,",1,https://internshala.com/internship/detail/human-resources-payroll-internship-in-mumbai-at-systematic1673766732
Content Writing,NxtHike Work Solutions,"Work From Home,",Immediately,2 Months,"7,500 /month",29 Jan' 23,0,"Blogging,Creative Writing,Digital Marketing,English Proficiency (Spoken),English Proficiency (Written),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-nxthike-work-solutions1673669704
YouTube Script Writing,Alphause Digital Consultancy Private Limited,"Work From Home,",Immediately,2 Months,"2,500-3,500 /month",29 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Letter of recommendation,Flexible work hours,",3,https://internshala.com/internship/detail/youtube-script-writing-work-from-home-job-internship-at-alphause-digital-consultancy-private-limited1673766539
HR Operations,Bewakoof,"Bangalore,",Immediately,3 Months,"8,000-10,000 /month",29 Jan' 23,64,"MS-Excel,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/hr-operations-internship-in-bangalore-at-bewakoof1673766256
Video Creating,Ingelt Private Limited,"Work From Home,",Immediately,1 Month,"3,000-5,000 /month",29 Jan' 23,0,,"Certificate,",1,https://internshala.com/internship/detail/video-creating-work-from-home-job-internship-at-ingelt-private-limited1673766189
Website Development,Utkarsh Singhal,"Work From Home,",Immediately,3 Months,"3,000 /month",29 Jan' 23,52,"WordPress,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/website-development-work-from-home-job-internship-at-utkarsh-singhal1673766092
Vendor Management,Ruboff Business Solutions Private Limited,"Work From Home,",Immediately,3 Months,"3,000 /month",29 Jan' 23,0,"English Proficiency (Spoken),","Certificate,Letter of recommendation,Flexible work hours,5 days a week,Job offer,",3,https://internshala.com/internship/detail/vendor-management-work-from-home-job-internship-at-ruboff-business-solutions-private-limited1673765968
Backend Development,Highway Delite,"Bangalore,",Immediately,6 Months,"15,000 /month",29 Jan' 23,32,"CSS,Express.js,HTML,JavaScript,MongoDB,MySQL,Next.js,Node.js,PostgreSQL,ReactJS,TypeScript,","Certificate,Letter of recommendation,",1,https://internshala.com/internship/detail/backend-development-internship-in-bangalore-at-highway-delite1673672625
Talent Acquisition,Ten Times Online Private Limited,"Work From Home,",Immediately,6 Months,"8,000 /month",29 Jan' 23,90,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,Recruitment,","Certificate,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/talent-acquisition-work-from-home-job-internship-at-ten-times-online-private-limited1673765529
Cinema 4D Design,Reark Digital Preservation Private Limited,"Mumbai,",Immediately,2 Months,"10,000-20,000 /month",29 Jan' 23,0,"Blender 3D,Cinema 4D,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,",2,https://internshala.com/internship/detail/cinema-4d-design-internship-in-mumbai-at-reark-digital-preservation-private-limited1673671835
Social Media Marketing,CarCruize,"Work From Home,",Immediately,2 Months,"3,000-5,000 /month",29 Jan' 23,0,"Creative Writing,Digital Marketing,Email Marketing,Facebook Marketing,Instagram Marketing,Social Media Marketing,","Certificate,Letter of recommendation,Job offer,",1,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-carcruize1673673126
Graphic Design,Hcube Wowcarz Private Limited,"Bangalore,",Immediately,3 Months,"10,000-15,000 /month",29 Jan' 23,0,"Adobe After Effects,Adobe Creative Suite,Adobe Illustrator,Adobe Premiere Pro,Video Editing,","Certificate,Letter of recommendation,5 days a week,Free snacks & beverages,",3,https://internshala.com/internship/detail/graphic-design-internship-in-bangalore-at-hcube-wowcarz-private-limited1673673270
Human Resources (HR),Plus91 Technologies,"Pune,",Immediately,6 Months,"5,000 /month",29 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Office,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,Free snacks & beverages,Job offer,",1,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-plus91-technologies1673673472
Business Development (Sales),The Organic Magazine,"Work From Home,",Immediately,3 Months,"3,000 /month + Incentives",29 Jan' 23,0,"Email Marketing,MS-Excel,MS-Office,MS-PowerPoint,MS-Word,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",2,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-the-organic-magazine1673673576
Human Resources (HR),HireGenie,"Work From Home,",Immediately,2 Months,"4,000 /month + Incentives",29 Jan' 23,66,"Canva,English Proficiency (Spoken),English Proficiency (Written),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,",4,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-hiregenie1673864643
Graphic Design,PADAATIK,"Work From Home,",Immediately,2 Months,"1,000 /month + Incentives",29 Jan' 23,0,"Adobe After Effects,Adobe Illustrator,Adobe Photoshop,UI & UX Design,","Certificate,5 days a week,",1,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-padaatik1673674428
PHP Development,Aps Web Hub,"Delhi,",Immediately,6 Months,"3,000 /month",29 Jan' 23,0,"AJAX,Bootstrap,CSS,HTML,JavaScript,jQuery,MySQL,PHP,","Certificate,Flexible work hours,Informal dress code,",1,https://internshala.com/internship/detail/php-development-internship-in-delhi-at-aps-web-hub1673674531
Business Development (Sales),Aps Web Hub,"Delhi,",Immediately,3 Months,"5,000 /month + Incentives",29 Jan' 23,0,,"Certificate,Flexible work hours,Informal dress code,",1,https://internshala.com/internship/detail/business-development-sales-internship-in-delhi-at-aps-web-hub1673674916
Non-profit Partnerships,GiveIndia,"Work From Home,",Immediately,3 Months,"5,000 /month",29 Jan' 23,168,,"Certificate,5 days a week,",2,https://internshala.com/internship/detail/non-profit-partnerships-work-from-home-job-internship-at-giveindia1673764157
Flutter Development,Vardhan Software Solutions Private Limited,"Work From Home,",Immediately,3 Months,"7,000 /month",29 Jan' 23,0,"Flutter,","Certificate,Letter of recommendation,5 days a week,",1,https://internshala.com/internship/detail/flutter-development-work-from-home-job-internship-at-vardhan-software-solutions-private-limited1673764103
WordPress Website Development Based on Theme,Techaways Consulting,"Work From Home,",Immediately,1 Month,"7,500 /month",29 Jan' 23,53,"WordPress,",,1,https://internshala.com/internship/detail/wordpress-website-development-based-on-theme-work-from-home-job-internship-at-techaways-consulting1673763968
International Business Development,Bluerickshaw Private Limited,"Work From Home,",Immediately,3 Months,"15,000 /month",29 Jan' 23,0,"Adobe Photoshop,Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),Facebook Marketing,Instagram Marketing,MS-Excel,MS-Office,Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/international-business-development-work-from-home-job-internship-at-bluerickshaw-private-limited1673675958
Marketing,BCLC,"Work From Home,",Immediately,3 Months,"5,000-8,000 /month",29 Jan' 23,0,"Digital Marketing,English Proficiency (Spoken),English Proficiency (Written),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-bclc1673675765
Human Resources (HR),Eqaim Technology &amp; Services,"Work From Home,",Immediately,2 Months,"3,000 /month",29 Jan' 23,34,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,MS-Word,","Certificate,Letter of recommendation,",1,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-eqaim-technology-services1673676546
Digital Marketing,Growthbaba,"Work From Home,",Immediately,3 Months,"5,000 /month",29 Jan' 23,0,"Creative Writing,Digital Marketing,English Proficiency (Written),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,Job offer,",2,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-growthbaba1672078915
Social Media Management,FootballGeek,"Thane, Navi Mumbai, Mumbai,",Immediately,3 Months,"5,000 /month",29 Jan' 23,0,"Canva,Content Marketing,Digital Marketing,Instagram Marketing,Social Media Marketing,Video Editing,","Certificate,Letter of recommendation,Informal dress code,5 days a week,Job offer,",2,https://internshala.com/internship/detail/social-media-management-internship-in-multiple-locations-at-footballgeek1673763701
Fashion Communication,Gaatha ~ A Tale Of Crafts,"Ahmedabad,",Immediately,4 Months,"8,000-15,000 /month",29 Jan' 23,0,"Adobe Photoshop,","Certificate,",1,https://internshala.com/internship/detail/fashion-communication-internship-in-ahmedabad-at-gaatha--a-tale-of-crafts1673720265
Graphic Design,GoHoardings Solution LLP,"Delhi, Noida,",Immediately,5 Months,"7,000-10,000 /month",29 Jan' 23,0,"Adobe Photoshop,CorelDRAW,MS-PowerPoint,","Certificate,Informal dress code,Free snacks & beverages,",4,https://internshala.com/internship/detail/graphic-design-internship-in-delhi-noida-at-gohoardings-solution-llp1673763014
Accounts,Ambition Colonisers Pvt Ltd,"Gurgaon,",Immediately,3 Months,"5,500 /month",29 Jan' 23,0,"Tally,","Certificate,Letter of recommendation,Informal dress code,",4,https://internshala.com/internship/detail/accounts-internship-in-gurgaon-at-ambition-colonisers-pvt-ltd1673762918
Automotive Design,Etechstars Private Limited,"Work From Home,",Immediately,6 Months,"8,000-12,000 /month",29 Jan' 23,56,"3ds Max,Adobe Photoshop,Autodesk Alias,Autodesk Maya,Blender 3D,","Certificate,Letter of recommendation,5 days a week,Job offer,",2,https://internshala.com/internship/detail/automotive-design-work-from-home-job-internship-at-etechstars-private-limited1673762875
Chartered Accountancy (CA),Futor Labs,"Work From Home,",Immediately,1 Month,"10,000 /month",29 Jan' 23,104,,"Certificate,",4,https://internshala.com/internship/detail/chartered-accountancy-ca-work-from-home-job-internship-at-futor-labs1673762315
